pc_number,attachments,text,date,act,precis
2005-1754,13652," PC Number Date Chapter Bill Dept 2005-17542005-10-04, , , , , PMO, HRD, LABActDepartment of Human Resources Development ActPrecisAppointment of MUNIR SHEIKH of Ottawa, Ontario, to be Associate Deputy Minister of Human Resources and Skills Development, to hold office during pleasure; and designation of MUNIR SHEIKH to be Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing, to hold office during pleasure; effective October 5, 2005.AttachmentsAttachment",2005-10-04,Department of Human Resources Development Act,"Appointment of MUNIR SHEIKH of Ottawa, Ontario, to be Associate Deputy Minister of Human Resources and Skills Development, to hold office during pleasure; and designation of MUNIR SHEIKH to be Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing, to hold office during pleasure; effective October 5, 2005."
2005-1934,13749," PC Number Date Chapter Bill Dept 2005-19342005-11-10, , , , , PMOActSpecial Appointment Regulations, No. 2005-12PrecisAppointment of ALLAN AMEY of Calgary, Alberta, to the position of Special Advisor to the Deputy Minister of the Environment, to be styled as President designate of the Canada Emission Reduction Incentives Agency, to hold office during pleasure, effective November 14, 2005.AttachmentsAttachment",2005-11-10,"Special Appointment Regulations, No. 2005-12","Appointment of ALLAN AMEY of Calgary, Alberta, to the position of Special Advisor to the Deputy Minister of the Environment, to be styled as President designate of the Canada Emission Reduction Incentives Agency, to hold office during pleasure, effective November 14, 2005."
2005-2014,13793," PC Number Date Chapter Bill Dept 2005-20142005-11-15, , PMO, , PrecisAmendment to Order in Council P.C. 2005-1610 of September 8, 2005 concerning the appointment of MUNIR SHEIKH as Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing.AttachmentsAttachment",2005-11-15,NA,"Amendment to Order in Council P.C. 2005-1610 of September 8, 2005 concerning the appointment of MUNIR SHEIKH as Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing."
2005-2015,13794," PC Number Date Chapter Bill Dept 2005-20152005-11-15, , , PMO, PrecisAmendment to Order in Council P.C. 2005-1754 of October 4, 2005 concerning the appointment of MUNIR SHEIKH as Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing.AttachmentsAttachment",2005-11-15,NA,"Amendment to Order in Council P.C. 2005-1754 of October 4, 2005 concerning the appointment of MUNIR SHEIKH as Deputy Minister of Labour, to be styled Deputy Minister of Labour and Housing."
2006-0096,14002," PC Number Date Chapter Bill Dept 2006-00962006-02-07, , PMO, , , ActSpecial Appointment Regulations, No. 2006-2PrecisAppointment of GUY Mc KENZIE of Ottawa, Ontario, to be Associate Deputy Minister of Transport to be styled Associate Deputy Minister of Transport, Infrastructure and Communities, to hold office during pleasure.AttachmentsAttachment",2006-02-07,"Special Appointment Regulations, No. 2006-2","Appointment of GUY Mc KENZIE of Ottawa, Ontario, to be Associate Deputy Minister of Transport to be styled Associate Deputy Minister of Transport, Infrastructure and Communities, to hold office during pleasure."
2006-0134,14031," PC Number Date Chapter Bill Dept 2006-01342006-03-21, , , , , , , PMOActSpecial Appointment Regulations, No. 2006-4PrecisAppointment of LOUIS LÉVESQUE of Gatineau, Quebec, to the position of Deputy Minister (Intergovernmental Affairs), Privy Council Office, to hold office during pleasure, effective May 1, 2006.AttachmentsAttachment",2006-03-21,"Special Appointment Regulations, No. 2006-4","Appointment of LOUIS LÉVESQUE of Gatineau, Quebec, to the position of Deputy Minister (Intergovernmental Affairs), Privy Council Office, to hold office during pleasure, effective May 1, 2006."
2006-0214,14114," PC Number Date Chapter Bill Dept 2006-02142006-04-13, , , , , PMO, , ActSpecial Appointment Regulations No. 2006-6PrecisAppointment of MARGARET BLOODWORTH of Ottawa, Ontario, to the position of Associate Secretary to the Cabinet, to hold office during pleasure, effective May 1, 2006.AttachmentsAttachment",2006-04-13,Special Appointment Regulations No. 2006-6,"Appointment of MARGARET BLOODWORTH of Ottawa, Ontario, to the position of Associate Secretary to the Cabinet, to hold office during pleasure, effective May 1, 2006."
2006-0216,14116," PC Number Date Chapter Bill Dept 2006-02162006-04-13, , PMO, PSEP, , , , , , ActSpecial Appointment Regulations, 2006-7PrecisAppointment of WILLIAM J.S. ELLIOTT, Q.C. of Ottawa, Ontario, to the position of Associate Deputy Minister of Public Safety and Emergency Preparedness, to be styled Associate Deputy Minister of Public Safety, to hold office during pleasure, effective May 1, 2006.AttachmentsAttachment",2006-04-13,"Special Appointment Regulations, 2006-7","Appointment of WILLIAM J.S. ELLIOTT, Q.C. of Ottawa, Ontario, to the position of Associate Deputy Minister of Public Safety and Emergency Preparedness, to be styled Associate Deputy Minister of Public Safety, to hold office during pleasure, effective May 1, 2006."
2006-0218,14118," PC Number Date Chapter Bill Dept 2006-02182006-04-13, , , , , , , , PMO, TBActSpecial Appointment Regulations, No. 2006-8PrecisAppointment of ROBERT FONBERG of Ottawa, Ontario, to the position of Senior Associate Secretary of the Treasury Board, to hold office during pleasure.AttachmentsAttachment",2006-04-13,"Special Appointment Regulations, No. 2006-8","Appointment of ROBERT FONBERG of Ottawa, Ontario, to the position of Senior Associate Secretary of the Treasury Board, to hold office during pleasure."
2006-0219,14119," PC Number Date Chapter Bill Dept 2006-02192006-04-13, , , , PMO, INDUSTRY, , , , ActDepartment of Industry ActPrecisAppointment of RICHARD DICERNI of Mississauga, Ontario, to the position of Deputy Minister of Industry, to hold office during pleasure, effective May 1, 2006.AttachmentsAttachment",2006-04-13,Department of Industry Act,"Appointment of RICHARD DICERNI of Mississauga, Ontario, to the position of Deputy Minister of Industry, to hold office during pleasure, effective May 1, 2006."
2006-0220,14120," PC Number Date Chapter Bill Dept 2006-02202006-04-13PMO, PSEP, , , , , , , , ActDepartment of Public Safety and Emergency Prepareness ActPrecisAppointment of SUZANNE HURTUBISE of Ottawa, Ontario, to the position of Deputy Minister of Public Safety and Emergency Preparedness, to be styled Deputy Minister of Public Safety, to hold office during pleasure, effective May 1, 2006.AttachmentsAttachment",2006-04-13,Department of Public Safety and Emergency Prepareness Act,"Appointment of SUZANNE HURTUBISE of Ottawa, Ontario, to the position of Deputy Minister of Public Safety and Emergency Preparedness, to be styled Deputy Minister of Public Safety, to hold office during pleasure, effective May 1, 2006."
2006-0221,14121," PC Number Date Chapter Bill Dept 2006-02212006-04-13FAIT, PMO, , , , , ActDepartment of Foreign Affairs and International Trade ActPrecisAppointment of MARIE-LUCIE MORIN of Ottawa, Ontario, an Associate Deputy Minister of Foreign Affairs, to the position of Deputy Minister for International Trade, to hold office during pleasure.AttachmentsAttachment",2006-04-13,Department of Foreign Affairs and International Trade Act,"Appointment of MARIE-LUCIE MORIN of Ottawa, Ontario, an Associate Deputy Minister of Foreign Affairs, to the position of Deputy Minister for International Trade, to hold office during pleasure."
2006-0300,14211," PC Number Date Chapter Bill Dept 2006-03002006-05-04, , , , , PMOActDepartment of the Environment ActPrecisAppointment of J. MICHAEL HORGAN of Ottawa, Ontario, to be Deputy Minister of the Environment, to hold office during pleasure, effective May 23, 2006.AttachmentsAttachment",2006-05-04,Department of the Environment Act,"Appointment of J. MICHAEL HORGAN of Ottawa, Ontario, to be Deputy Minister of the Environment, to hold office during pleasure, effective May 23, 2006."
2006-0301,14212," PC Number Date Chapter Bill Dept 2006-03012006-05-04, , PMO, , , ActDepartment of Indian Affairs and Northern Development ActPrecisAppointment of MICHAEL WERNICK of Ottawa, Ontario, to be Deputy Minister of Indian Affairs and Northern Development, to hold office during pleasure, effective May 23, 2006.AttachmentsAttachment",2006-05-04,Department of Indian Affairs and Northern Development Act,"Appointment of MICHAEL WERNICK of Ottawa, Ontario, to be Deputy Minister of Indian Affairs and Northern Development, to hold office during pleasure, effective May 23, 2006."
2006-0303,14214," PC Number Date Chapter Bill Dept 2006-03032006-05-04, , , , , PMOActSpecial Appointment Regulations, No. 2006-11PrecisAppointment of MARGARET BIGGS of Ottawa, Ontario, to the position of Deputy Secretary to the Cabinet (Plans and Consultations), Privy Council Office, to hold office during pleasure, effective May 23, 2006.AttachmentsAttachment",2006-05-04,"Special Appointment Regulations, No. 2006-11","Appointment of MARGARET BIGGS of Ottawa, Ontario, to the position of Deputy Secretary to the Cabinet (Plans and Consultations), Privy Council Office, to hold office during pleasure, effective May 23, 2006."
2006-0426,14347," PC Number Date Chapter Bill Dept 2006-04262006-05-26PMO, , , , , ActFinancial Administration ActPrecisAppointment of ROBERT A. WRIGHT of Orleans, Ontario, to be Deputy Minister of Finance, to hold office during pleasure, effective June 12, 2006.AttachmentsAttachment",2006-05-26,Financial Administration Act,"Appointment of ROBERT A. WRIGHT of Orleans, Ontario, to be Deputy Minister of Finance, to hold office during pleasure, effective June 12, 2006."
2006-0430,14351," PC Number Date Chapter Bill Dept 2006-04302006-05-26, , , , , PMOActSpecial Appointment Regulations, No. 2006-13PrecisAppointment of the Associate Deputy Minister of Indian Affairs and Northern Development SUZANNE TINING of Ottawa, Ontario, as Executive Director and Deputy Head of the Office of Indian Residential Schools Resolution of Canada, to hold office during pleasure, effective May 29, 2006.AttachmentsAttachment",2006-05-26,"Special Appointment Regulations, No. 2006-13","Appointment of the Associate Deputy Minister of Indian Affairs and Northern Development SUZANNE TINING of Ottawa, Ontario, as Executive Director and Deputy Head of the Office of Indian Residential Schools Resolution of Canada, to hold office during pleasure, effective May 29, 2006."
2006-0537,14452," PC Number Date Chapter Bill Dept 2006-05372006-06-16, PMO, , , , , , ActDepartment of Human Resources and Skills Development ActPrecisAppointment of JANICE CHARETTE of Ottawa, Ontario, to be Deputy Minister of Human Resources and Skills Development, to be styled Deputy Minister of Human Resources and Social Development, to hold office during pleasure; and appointment of JANICE CHARETTE as a commissioner of the Canada Employment Insurance Commission, to be the Chairperson of the Commission; effective July 1, 2006.AttachmentsAttachment",2006-06-16,Department of Human Resources and Skills Development Act,"Appointment of JANICE CHARETTE of Ottawa, Ontario, to be Deputy Minister of Human Resources and Skills Development, to be styled Deputy Minister of Human Resources and Social Development, to hold office during pleasure; and appointment of JANICE CHARETTE as a commissioner of the Canada Employment Insurance Commission, to be the Chairperson of the Commission; effective July 1, 2006."
2006-0538,14453," PC Number Date Chapter Bill Dept 2006-05382006-06-16, , PMO, CITIZENSHIP, , , , ActCitizenship ActPrecisAppointment of RICHARD FADDEN of Ottawa, Ontario, to be Deputy Minister of Citizenship and Immigration, to hold office during pleasure, effective July 1, 2006.AttachmentsAttachment",2006-06-16,Citizenship Act,"Appointment of RICHARD FADDEN of Ottawa, Ontario, to be Deputy Minister of Citizenship and Immigration, to hold office during pleasure, effective July 1, 2006."
2006-0539,14454," PC Number Date Chapter Bill Dept 2006-05392006-06-16, , , , PMO, RESOURCES, , ActDepartment of Natural Resources ActPrecisAppointment of CATHERINE (CASSIE) DOYLE of Ottawa, Ontario, to be Deputy Minister of Natural Resources, to hold office during pleausre, effective July 10, 2006.AttachmentsAttachment",2006-06-16,Department of Natural Resources Act,"Appointment of CATHERINE (CASSIE) DOYLE of Ottawa, Ontario, to be Deputy Minister of Natural Resources, to hold office during pleausre, effective July 10, 2006."
2006-0541,14456," PC Number Date Chapter Bill Dept 2006-05412006-06-16, , , PMO, INDUSTRY, ActSpecial Appointment Regulations, No. 2006-14PrecisAppointment of CAROLE SWAN of Ottawa, Ontario, to the position of Senior Associate Deputy Minister of Industry, to hold office during pleasure.AttachmentsAttachment",2006-06-16,"Special Appointment Regulations, No. 2006-14","Appointment of CAROLE SWAN of Ottawa, Ontario, to the position of Senior Associate Deputy Minister of Industry, to hold office during pleasure."
2006-0750,14692," PC Number Date Chapter Bill Dept 2006-07502006-08-11, , , , , , , PMO, HRSDActDepartment of Human Resources and Skills Development ActPrecisAppointment of HÉLÈNE GOSSELIN of Ottawa, Ontario, to be Deputy Head of Service Canada and Associate Deputy Minister of Human Resources and Social Development, effective September 5, 2006.AttachmentsAttachment",2006-08-11,Department of Human Resources and Skills Development Act,"Appointment of HÉLÈNE GOSSELIN of Ottawa, Ontario, to be Deputy Head of Service Canada and Associate Deputy Minister of Human Resources and Social Development, effective September 5, 2006."
